fuelType,model,make,createdOn
Regular Gas or Electricity,Volt,Chevrolet,Mon Aug 31 00:00:00 EDT 2015
Premium,V8 Vantage,Aston Martin,Fri Sep 04 00:00:00 EDT 2015
Premium,V8 Vantage S,Aston Martin,Fri Sep 04 00:00:00 EDT 2015
Premium,Vantage GT,Aston Martin,Fri Sep 04 00:00:00 EDT 2015
Premium,V12 Vantage S,Aston Martin,Fri Sep 04 00:00:00 EDT 2015
Premium,650S Coupe,McLaren Automotive,Fri Sep 04 00:00:00 EDT 2015
Premium,650S Spider,McLaren Automotive,Fri Sep 04 00:00:00 EDT 2015
Premium,675LT Coupe,McLaren Automotive,Fri Sep 04 00:00:00 EDT 2015
Premium,DB9,Aston Martin,Fri Sep 04 00:00:00 EDT 2015
Premium,Vanquish,Aston Martin,Fri Sep 04 00:00:00 EDT 2015
Premium,Rapide S,Aston Martin,Fri Sep 04 00:00:00 EDT 2015
Regular,Mustang,Ford,Fri Sep 04 00:00:00 EDT 2015
Regular,Mustang Convertible,Ford,Fri Sep 04 00:00:00 EDT 2015
Premium,Shelby GT350 Mustang,Ford,Fri Sep 04 00:00:00 EDT 2015
Premium,Stage 3 Mustang,Roush Performance,Fri Sep 04 00:00:00 EDT 2015
Premium,340i,BMW,Fri Sep 04 00:00:00 EDT 2015
Regular,ATS AWD,Cadillac,Fri Sep 04 00:00:00 EDT 2015
Regular,CT 200h,Lexus,Fri Sep 04 00:00:00 EDT 2015
Premium,IS 200t,Lexus,Fri Sep 04 00:00:00 EDT 2015
Premium,IS 300 AWD,Lexus,Fri Sep 04 00:00:00 EDT 2015
Premium,IS 350,Lexus,Fri Sep 04 00:00:00 EDT 2015
Premium,IS 350 AWD,Lexus,Fri Sep 04 00:00:00 EDT 2015
Premium,Phantom Drophead Coupe,Rolls-Royce,Fri Sep 04 00:00:00 EDT 2015
Premium,Phantom Coupe,Rolls-Royce,Fri Sep 04 00:00:00 EDT 2015
Regular,Beetle,Volkswagen,Fri Sep 04 00:00:00 EDT 2015
Gasoline or natural gas,Impala Bi-Fuel  (CNG),Chevrolet,Fri Sep 04 00:00:00 EDT 2015
Regular,CTS Sedan AWD,Cadillac,Fri Sep 04 00:00:00 EDT 2015
Premium,Wraith,Rolls-Royce,Fri Sep 04 00:00:00 EDT 2015
Regular,iM,Scion,Fri Sep 04 00:00:00 EDT 2015
Premium,740i,BMW,Fri Sep 04 00:00:00 EDT 2015
Premium,750i xDrive,BMW,Fri Sep 04 00:00:00 EDT 2015
Premium,Phantom,Rolls-Royce,Fri Sep 04 00:00:00 EDT 2015
Premium,Phantom EWB,Rolls-Royce,Fri Sep 04 00:00:00 EDT 2015
Premium,Ghost,Rolls-Royce,Fri Sep 04 00:00:00 EDT 2015
Premium,Ghost EWB,Rolls-Royce,Fri Sep 04 00:00:00 EDT 2015
Gasoline or E85,Transit T150 Wagon FFV,Ford,Fri Sep 04 00:00:00 EDT 2015
Regular,Transit T150 Wagon,Ford,Fri Sep 04 00:00:00 EDT 2015
Diesel,Range Rover TDV6,Land Rover,Fri Sep 04 00:00:00 EDT 2015
Diesel,Range Rover Sport TDV6,Land Rover,Fri Sep 04 00:00:00 EDT 2015
Premium,AMG G63,Mercedes-Benz,Fri Sep 04 00:00:00 EDT 2015
Premium,C450 AMG,Mercedes-Benz,Wed Sep 09 00:00:00 EDT 2015
Regular,C-MAX Hybrid FWD,Ford,Wed Sep 09 00:00:00 EDT 2015
Regular,Frontier 2WD,Nissan,Wed Sep 09 00:00:00 EDT 2015
Regular,Tacoma 2WD,Toyota,Wed Sep 09 00:00:00 EDT 2015
Regular,Frontier 4WD,Nissan,Wed Sep 09 00:00:00 EDT 2015
Regular,Tacoma 4WD,Toyota,Wed Sep 09 00:00:00 EDT 2015
Regular,Tacoma 4WD Double Cab,Toyota,Wed Sep 09 00:00:00 EDT 2015
Regular,Wrangler 4WD,Jeep,Wed Sep 09 00:00:00 EDT 2015
Regular,Wrangler Unlimited 4WD,Jeep,Wed Sep 09 00:00:00 EDT 2015
Regular,Land Cruiser Wagon 4WD,Toyota,Wed Sep 09 00:00:00 EDT 2015
Regular Gas and Electricity,C-MAX Energi Plug-in Hybrid,Ford,Wed Sep 09 00:00:00 EDT 2015
Premium,Huracan,Lamborghini,Wed Sep 16 00:00:00 EDT 2015
Premium,fortwo coupe,smart,Wed Sep 16 00:00:00 EDT 2015
Premium,X1 xDrive28i,BMW,Wed Sep 16 00:00:00 EDT 2015
Regular,Frontier 2WD,Nissan,Wed Sep 16 00:00:00 EDT 2015
Regular,Rogue FWD,Nissan,Wed Sep 16 00:00:00 EDT 2015
Regular,Rogue AWD,Nissan,Wed Sep 16 00:00:00 EDT 2015
Premium,California T,Ferrari,Fri Sep 25 00:00:00 EDT 2015
Premium,TLX 2WD,Acura,Fri Sep 25 00:00:00 EDT 2015
Premium,TLX 4WD,Acura,Fri Sep 25 00:00:00 EDT 2015
Regular,Challenger,Dodge,Fri Sep 25 00:00:00 EDT 2015
Midgrade,Challenger,Dodge,Fri Sep 25 00:00:00 EDT 2015
Premium,Challenger,Dodge,Fri Sep 25 00:00:00 EDT 2015
Premium,Challenger SRT8,Dodge,Fri Sep 25 00:00:00 EDT 2015
Premium,FF,Ferrari,Fri Sep 25 00:00:00 EDT 2015
Regular,Passat,Volkswagen,Fri Sep 25 00:00:00 EDT 2015
Regular,300,Chrysler,Fri Sep 25 00:00:00 EDT 2015
Gasoline or E85,300,Chrysler,Fri Sep 25 00:00:00 EDT 2015
Midgrade,300,Chrysler,Fri Sep 25 00:00:00 EDT 2015
Regular,300 AWD,Chrysler,Fri Sep 25 00:00:00 EDT 2015
Gasoline or E85,300 AWD,Chrysler,Fri Sep 25 00:00:00 EDT 2015
Midgrade,Charger,Dodge,Fri Sep 25 00:00:00 EDT 2015
Regular,Charger AWD,Dodge,Fri Sep 25 00:00:00 EDT 2015
Gasoline or E85,Charger AWD,Dodge,Fri Sep 25 00:00:00 EDT 2015
Premium,Charger,Dodge,Fri Sep 25 00:00:00 EDT 2015
Premium,Charger SRT8,Dodge,Fri Sep 25 00:00:00 EDT 2015
Regular,Charger,Dodge,Fri Sep 25 00:00:00 EDT 2015
Gasoline or E85,Charger,Dodge,Fri Sep 25 00:00:00 EDT 2015
Premium,Metris (Passenger Van),Mercedes-Benz,Fri Sep 25 00:00:00 EDT 2015
Electricity,Focus Electric,Ford,Fri Sep 25 00:00:00 EDT 2015
Electricity,Model X AWD - 90D,Tesla,Fri Sep 25 00:00:00 EDT 2015
Electricity,Model X AWD - P90D,Tesla,Fri Sep 25 00:00:00 EDT 2015
Regular,Focus FWD,Ford,Fri Oct 02 00:00:00 EDT 2015
Gasoline or E85,Focus FWD FFV,Ford,Fri Oct 02 00:00:00 EDT 2015
Premium or E85,CLA250 4matic,Mercedes-Benz,Fri Oct 02 00:00:00 EDT 2015
Regular,Focus ST FWD,Ford,Fri Oct 02 00:00:00 EDT 2015
Premium,Metris (Cargo Van),Mercedes-Benz,Fri Oct 02 00:00:00 EDT 2015
Regular,CR-V 2WD,Honda,Fri Oct 02 00:00:00 EDT 2015
Premium or E85,GLA250 4matic,Mercedes-Benz,Fri Oct 02 00:00:00 EDT 2015
Premium,XC90 FWD,Volvo,Fri Oct 02 00:00:00 EDT 2015
Premium,XC90 AWD,Volvo,Fri Oct 02 00:00:00 EDT 2015
Electricity,Spark EV,Chevrolet,Fri Oct 02 00:00:00 EDT 2015
Electricity,B250e,Mercedes-Benz,Fri Oct 02 00:00:00 EDT 2015
Regular Gas and Electricity,Sonata Plug-in Hybrid,Hyundai,Fri Oct 02 00:00:00 EDT 2015
Premium,XF AWD,Jaguar,Mon Oct 12 00:00:00 EDT 2015
Regular,Optima,Kia,Mon Oct 12 00:00:00 EDT 2015
Regular,Optima FE,Kia,Mon Oct 12 00:00:00 EDT 2015
Gasoline or E85,Silverado C15 2WD,Chevrolet,Mon Oct 12 00:00:00 EDT 2015
Regular,Silverado C15 2WD,Chevrolet,Mon Oct 12 00:00:00 EDT 2015
Gasoline or E85,Sierra C15 2WD,GMC,Mon Oct 12 00:00:00 EDT 2015
Regular,Sierra C15 2WD,GMC,Mon Oct 12 00:00:00 EDT 2015
Gasoline or E85,Silverado K15 4WD,Chevrolet,Mon Oct 12 00:00:00 EDT 2015
Regular,Silverado K15 4WD,Chevrolet,Mon Oct 12 00:00:00 EDT 2015
Gasoline or E85,Sierra K15 4WD,GMC,Mon Oct 12 00:00:00 EDT 2015
Regular,Sierra K15 4WD,GMC,Mon Oct 12 00:00:00 EDT 2015
Regular,Silverado K15 Cab Chassis 4WD,Chevrolet,Mon Oct 12 00:00:00 EDT 2015
Regular,Sierra K15 Cab Chassis 4WD,GMC,Mon Oct 12 00:00:00 EDT 2015
Regular,CR-V 4WD,Honda,Mon Oct 12 00:00:00 EDT 2015
Premium,QX80 2WD,Infiniti,Mon Oct 12 00:00:00 EDT 2015
Premium,QX80 4WD,Infiniti,Mon Oct 12 00:00:00 EDT 2015
Premium,F12,Ferrari,Mon Oct 19 00:00:00 EDT 2015
Premium,AMG CLA45 4matic,Mercedes-Benz,Mon Oct 19 00:00:00 EDT 2015
Premium,CLA250 4matic,Mercedes-Benz,Mon Oct 19 00:00:00 EDT 2015
Premium,CLA250,Mercedes-Benz,Mon Oct 19 00:00:00 EDT 2015
Regular,Optima FE,Kia,Mon Oct 19 00:00:00 EDT 2015
Premium,Juke,Nissan,Mon Oct 19 00:00:00 EDT 2015
Premium,Juke AWD,Nissan,Mon Oct 19 00:00:00 EDT 2015
Premium,Juke Nismo RS,Nissan,Mon Oct 19 00:00:00 EDT 2015
Premium,Juke Nismo RS AWD,Nissan,Mon Oct 19 00:00:00 EDT 2015
Premium,GLA250,Mercedes-Benz,Mon Oct 19 00:00:00 EDT 2015
Regular,F150 Pickup 2WD,Ford,Mon Oct 19 00:00:00 EDT 2015
Gasoline or E85,F150 Pickup 2WD FFV,Ford,Mon Oct 19 00:00:00 EDT 2015
Gasoline or E85,F150 5.0L 2WD FFV GVWR>7599 LBS PAYLOAD PACKAGE,Ford,Mon Oct 19 00:00:00 EDT 2015
Regular,F150 2.7L 2WD GVWR>6649 LBS PAYLOAD PACKAGE,Ford,Mon Oct 19 00:00:00 EDT 2015
Regular,F150 3.5L 2WD GVWR>7599 LBS PAYLOAD PACKAGE,Ford,Mon Oct 19 00:00:00 EDT 2015
Regular,Silverado K15 4WD,Chevrolet,Mon Oct 19 00:00:00 EDT 2015
Regular,F150 Pickup 4WD,Ford,Mon Oct 19 00:00:00 EDT 2015
Gasoline or E85,F150 Pickup 4WD FFV,Ford,Mon Oct 19 00:00:00 EDT 2015
Regular,F150 2.7L 4WD GVWR>6799 LBS PAYLOAD PACKAGE,Ford,Mon Oct 19 00:00:00 EDT 2015
Gasoline or E85,F150 5.0L 4WD FFV GVWR>7599 LBS PAYLOAD PACKAGE,Ford,Mon Oct 19 00:00:00 EDT 2015
Regular,F150 3.5L 4WD GVWR>7599 LBS PAYLOAD PACKAGE,Ford,Mon Oct 19 00:00:00 EDT 2015
Regular,Sierra K15 4WD,GMC,Mon Oct 19 00:00:00 EDT 2015
Premium,Renegade 2WD,Jeep,Mon Oct 19 00:00:00 EDT 2015
Gasoline or E85,Renegade 2WD,Jeep,Mon Oct 19 00:00:00 EDT 2015
Regular,NX 300h,Lexus,Mon Oct 19 00:00:00 EDT 2015
Premium,NX 200t,Lexus,Mon Oct 19 00:00:00 EDT 2015
Premium,Renegade 4WD,Jeep,Mon Oct 19 00:00:00 EDT 2015
Regular,Renegade 4WD,Jeep,Mon Oct 19 00:00:00 EDT 2015
Regular,NX 300h AWD,Lexus,Mon Oct 19 00:00:00 EDT 2015
Premium,NX 200t AWD,Lexus,Mon Oct 19 00:00:00 EDT 2015
Premium,NX 200t AWD F Sport,Lexus,Mon Oct 19 00:00:00 EDT 2015
Premium,GLA250 4matic,Mercedes-Benz,Mon Oct 19 00:00:00 EDT 2015
Premium,LX 570,Lexus,Mon Oct 19 00:00:00 EDT 2015
Electricity,Leaf (24 kW-hr battery pack),Nissan,Mon Oct 19 00:00:00 EDT 2015
Electricity,Leaf (30 kW-hr battery pack),Nissan,Mon Oct 19 00:00:00 EDT 2015
Premium and Electricity,X5 xDrive40e,BMW,Mon Oct 19 00:00:00 EDT 2015
Premium,488 GTB,Ferrari,Wed Oct 28 00:00:00 EDT 2015
Premium,570S Coupe,McLaren Automotive,Wed Oct 28 00:00:00 EDT 2015
Regular,Camaro,Chevrolet,Wed Oct 28 00:00:00 EDT 2015
Regular,Jetta,Volkswagen,Wed Oct 28 00:00:00 EDT 2015
Regular,Civic 4Dr,Honda,Wed Oct 28 00:00:00 EDT 2015
Premium,LS 460,Lexus,Wed Oct 28 00:00:00 EDT 2015
Premium,LS 460 AWD,Lexus,Wed Oct 28 00:00:00 EDT 2015
Premium,LS 460 L,Lexus,Wed Oct 28 00:00:00 EDT 2015
Premium,LS 460 L AWD,Lexus,Wed Oct 28 00:00:00 EDT 2015
Premium,LS 600h L,Lexus,Wed Oct 28 00:00:00 EDT 2015
Premium,Cooper S Clubman,MINI,Wed Oct 28 00:00:00 EDT 2015
Premium,Genesis RWD,Hyundai,Wed Oct 28 00:00:00 EDT 2015
Premium,AMG GLA45 4matic,Mercedes-Benz,Wed Oct 28 00:00:00 EDT 2015
Regular,RAV4,Toyota,Wed Oct 28 00:00:00 EDT 2015
Regular,RAV4 LE/XLE,Toyota,Wed Oct 28 00:00:00 EDT 2015
Regular,RAV4 AWD,Toyota,Wed Oct 28 00:00:00 EDT 2015
Regular,RAV4 Limited AWD/SE AWD,Toyota,Wed Oct 28 00:00:00 EDT 2015
Premium,G550,Mercedes-Benz,Wed Oct 28 00:00:00 EDT 2015
Premium,AMG G65,Mercedes-Benz,Wed Oct 28 00:00:00 EDT 2015
Regular,Prius c,Toyota,Wed Nov 04 00:00:00 EST 2015
Regular,CR-Z,Honda,Wed Nov 04 00:00:00 EST 2015
Regular,Spark,Chevrolet,Wed Nov 04 00:00:00 EST 2015
Premium,Camaro,Chevrolet,Wed Nov 04 00:00:00 EST 2015
Regular,Lancer,Mitsubishi,Wed Nov 04 00:00:00 EST 2015
Premium,Cooper S Clubman,MINI,Wed Nov 04 00:00:00 EST 2015
Regular,Avalon Hybrid,Toyota,Wed Nov 04 00:00:00 EST 2015
Regular,Avalon,Toyota,Wed Nov 04 00:00:00 EST 2015
Regular,Quest,Nissan,Wed Nov 04 00:00:00 EST 2015
Premium,RX 450h,Lexus,Wed Nov 04 00:00:00 EST 2015
Regular,RX 350,Lexus,Wed Nov 04 00:00:00 EST 2015
Regular,RX 350 AWD,Lexus,Wed Nov 04 00:00:00 EST 2015
Regular,RAV4 Hybrid AWD,Toyota,Wed Nov 04 00:00:00 EST 2015
Premium,RX 450h AWD,Lexus,Wed Nov 04 00:00:00 EST 2015
Premium,ActiveHybrid 5,BMW,Thu Nov 12 00:00:00 EST 2015
Premium,Q70,Infiniti,Thu Nov 12 00:00:00 EST 2015
Premium,Q70 AWD,Infiniti,Thu Nov 12 00:00:00 EST 2015
Premium,Q70 Hybrid,Infiniti,Thu Nov 12 00:00:00 EST 2015
Diesel,Colorado 2WD,Chevrolet,Thu Nov 12 00:00:00 EST 2015
Diesel,Canyon 2WD,GMC,Thu Nov 12 00:00:00 EST 2015
Diesel,Colorado 4WD,Chevrolet,Thu Nov 12 00:00:00 EST 2015
Regular,XTS Hearse,Cadillac,Thu Nov 12 00:00:00 EST 2015
Regular,XTS Limo,Cadillac,Thu Nov 12 00:00:00 EST 2015
Regular,Highlander 2WD,Toyota,Thu Nov 12 00:00:00 EST 2015
Diesel,Canyon 4WD,GMC,Thu Nov 12 00:00:00 EST 2015
Regular,Highlander AWD,Toyota,Thu Nov 12 00:00:00 EST 2015
Regular,Highlander Hybrid 4WD,Toyota,Thu Nov 12 00:00:00 EST 2015
Regular,Highlander Hybrid 4WD LE Plus,Toyota,Thu Nov 12 00:00:00 EST 2015
Premium and Electricity,A3 e-tron,Audi,Thu Nov 12 00:00:00 EST 2015
Premium and Electricity,A3 e-tron ultra,Audi,Thu Nov 12 00:00:00 EST 2015
Premium Gas or Electricity,ELR Sport,Cadillac,Thu Nov 12 00:00:00 EST 2015
Premium,RC 200t,Lexus,Thu Nov 19 00:00:00 EST 2015
Premium,RC 300 AWD,Lexus,Thu Nov 19 00:00:00 EST 2015
Premium,RC 350,Lexus,Thu Nov 19 00:00:00 EST 2015
Premium,RC 350 AWD,Lexus,Thu Nov 19 00:00:00 EST 2015
Premium,RC F,Lexus,Thu Nov 19 00:00:00 EST 2015
Regular,Camaro,Chevrolet,Thu Nov 19 00:00:00 EST 2015
Regular,Malibu,Chevrolet,Thu Nov 19 00:00:00 EST 2015
Premium,Cooper Clubman,MINI,Thu Nov 19 00:00:00 EST 2015
Regular,Altima SR,Nissan,Thu Nov 19 00:00:00 EST 2015
Regular,Altima,Nissan,Thu Nov 19 00:00:00 EST 2015
Premium,GS F,Lexus,Wed Dec 02 00:00:00 EST 2015
Regular,Lancer 4WD,Mitsubishi,Wed Dec 02 00:00:00 EST 2015
Regular,Malibu,Chevrolet,Wed Dec 02 00:00:00 EST 2015
Premium,GS 200t,Lexus,Wed Dec 02 00:00:00 EST 2015
Premium,GS 450h,Lexus,Wed Dec 02 00:00:00 EST 2015
Premium,GS 350,Lexus,Wed Dec 02 00:00:00 EST 2015
Premium,GS 350 AWD,Lexus,Wed Dec 02 00:00:00 EST 2015
Premium,GS 200t F Sport,Lexus,Wed Dec 02 00:00:00 EST 2015
Premium,GS 350 F Sport,Lexus,Wed Dec 02 00:00:00 EST 2015
Regular,Pathfinder 2WD,Nissan,Wed Dec 02 00:00:00 EST 2015
Regular,Pathfinder 4WD,Nissan,Wed Dec 02 00:00:00 EST 2015
Regular,Pathfinder 4WD Platinum,Nissan,Wed Dec 02 00:00:00 EST 2015
Electricity,500e,Fiat,Wed Dec 02 00:00:00 EST 2015
Regular,Sienna 2WD,Toyota,Thu Dec 10 00:00:00 EST 2015
Regular,Sienna AWD,Toyota,Thu Dec 10 00:00:00 EST 2015
Premium,GLC300,Mercedes-Benz,Thu Dec 10 00:00:00 EST 2015
Premium,GLC300 4matic,Mercedes-Benz,Thu Dec 10 00:00:00 EST 2015
Premium and Electricity,S550e,Mercedes-Benz,Thu Dec 10 00:00:00 EST 2015
Premium,F12 tdf,Ferrari,Thu Dec 17 00:00:00 EST 2015
Regular,Prius,Toyota,Thu Dec 17 00:00:00 EST 2015
Regular,Prius Eco,Toyota,Thu Dec 17 00:00:00 EST 2015
Premium,750i,BMW,Thu Dec 17 00:00:00 EST 2015
Premium,SS,Chevrolet,Thu Dec 17 00:00:00 EST 2015
Regular,SS,Chevrolet,Thu Dec 17 00:00:00 EST 2015
Regular,Taurus FWD,Ford,Thu Dec 17 00:00:00 EST 2015
Gasoline or E85,Taurus FWD FFV,Ford,Thu Dec 17 00:00:00 EST 2015
Regular,Taurus AWD,Ford,Thu Dec 17 00:00:00 EST 2015
Gasoline or E85,Taurus AWD FFV,Ford,Thu Dec 17 00:00:00 EST 2015
Regular,MKS AWD,Lincoln,Thu Dec 17 00:00:00 EST 2015
Regular,MKS FWD,Lincoln,Thu Dec 17 00:00:00 EST 2015
Regular,MKT Livery FWD,Lincoln,Thu Dec 17 00:00:00 EST 2015
Regular,MKT Livery AWD,Lincoln,Thu Dec 17 00:00:00 EST 2015
Regular,Edge FWD,Ford,Thu Dec 17 00:00:00 EST 2015
Regular,Encore AWD,Buick,Thu Dec 17 00:00:00 EST 2015
Regular,Edge AWD,Ford,Thu Dec 17 00:00:00 EST 2015
Regular,Flex FWD,Ford,Thu Dec 17 00:00:00 EST 2015
Regular,MKT FWD,Lincoln,Thu Dec 17 00:00:00 EST 2015
Regular,Flex AWD,Ford,Thu Dec 17 00:00:00 EST 2015
Regular,MKT AWD,Lincoln,Thu Dec 17 00:00:00 EST 2015
Regular,Cascada,Buick,Tue Jan 05 00:00:00 EST 2016
Premium,S60 AWD,Volvo,Tue Jan 05 00:00:00 EST 2016
Regular,Sentra,Nissan,Tue Jan 05 00:00:00 EST 2016
Regular,Sentra FE,Nissan,Tue Jan 05 00:00:00 EST 2016
Premium,V60 AWD,Volvo,Tue Jan 05 00:00:00 EST 2016
Regular,Murano FWD,Nissan,Tue Jan 05 00:00:00 EST 2016
Regular,Murano AWD,Nissan,Tue Jan 05 00:00:00 EST 2016
Regular,Express 2500 2WD Passenger,Chevrolet,Tue Jan 05 00:00:00 EST 2016
Regular,Express 3500 2WD Passenger,Chevrolet,Tue Jan 05 00:00:00 EST 2016
Regular,Savana 2500 2WD (Passenger),GMC,Tue Jan 05 00:00:00 EST 2016
Regular,Savana 3500 2WD (Passenger),GMC,Tue Jan 05 00:00:00 EST 2016
Regular,Encore,Buick,Tue Jan 05 00:00:00 EST 2016
Premium,XC60 AWD,Volvo,Tue Jan 05 00:00:00 EST 2016
Regular,Durango RWD,Dodge,Tue Jan 05 00:00:00 EST 2016
Midgrade,Durango RWD,Dodge,Tue Jan 05 00:00:00 EST 2016
Diesel,Grand Cherokee 2WD,Jeep,Tue Jan 05 00:00:00 EST 2016
Regular,Grand Cherokee 2WD,Jeep,Tue Jan 05 00:00:00 EST 2016
Regular,Durango AWD,Dodge,Tue Jan 05 00:00:00 EST 2016
Midgrade,Durango AWD,Dodge,Tue Jan 05 00:00:00 EST 2016
Premium,Grand Cherokee SRT8 4WD,Jeep,Tue Jan 05 00:00:00 EST 2016
Diesel,Grand Cherokee 4WD,Jeep,Tue Jan 05 00:00:00 EST 2016
Regular,Grand Cherokee 4WD,Jeep,Tue Jan 05 00:00:00 EST 2016
Midgrade,Grand Cherokee 4WD,Jeep,Tue Jan 05 00:00:00 EST 2016
Electricity,i3 BEV,BMW,Tue Jan 05 00:00:00 EST 2016
Regular,Santa Fe Sport FWD,Hyundai,Tue Jan 05 00:00:00 EST 2016
Regular,Santa Fe Sport Ultimate FWD,Hyundai,Tue Jan 05 00:00:00 EST 2016
Regular,Santa Fe Sport AWD,Hyundai,Tue Jan 05 00:00:00 EST 2016
Regular,Santa Fe Sport Ultimate AWD,Hyundai,Tue Jan 05 00:00:00 EST 2016
Premium,Q7,Audi,Tue Jan 05 00:00:00 EST 2016
Premium Gas or Electricity,i3 REX,BMW,Wed Jan 13 00:00:00 EST 2016
Premium and Electricity,i8,BMW,Wed Jan 13 00:00:00 EST 2016
Premium and Electricity,XC90 AWD PHEV,Volvo,Wed Jan 13 00:00:00 EST 2016
Regular,Elantra SE,Hyundai,Wed Jan 13 00:00:00 EST 2016
Regular,Elantra,Hyundai,Wed Jan 13 00:00:00 EST 2016
Regular,Santa Fe FWD,Hyundai,Wed Jan 13 00:00:00 EST 2016
Regular,Santa Fe Ultimate FWD,Hyundai,Wed Jan 13 00:00:00 EST 2016
Regular,Santa Fe AWD,Hyundai,Wed Jan 13 00:00:00 EST 2016
Regular,Santa Fe Ultimate AWD,Hyundai,Wed Jan 13 00:00:00 EST 2016
Electricity,Model S (70 kW-hr battery pack),Tesla,Thu Jan 21 00:00:00 EST 2016
Electricity,Model S (85 kW-hr battery pack),Tesla,Thu Jan 21 00:00:00 EST 2016
Electricity,Model S (90 kW-hr battery pack),Tesla,Thu Jan 21 00:00:00 EST 2016
Regular,NV200 NYC Taxi,Nissan,Thu Jan 28 00:00:00 EST 2016
Electricity,Model S AWD - 70D,Tesla,Thu Jan 28 00:00:00 EST 2016
Electricity,Model S AWD - 85D,Tesla,Thu Jan 28 00:00:00 EST 2016
Electricity,Model S AWD - 90D,Tesla,Thu Jan 28 00:00:00 EST 2016
Electricity,Model S AWD - P85D,Tesla,Thu Jan 28 00:00:00 EST 2016
Electricity,Model S AWD - P90D,Tesla,Thu Jan 28 00:00:00 EST 2016
Regular,Santa Fe Sport FWD,Hyundai,Thu Jan 28 00:00:00 EST 2016
Regular,Santa Fe Sport AWD,Hyundai,Thu Jan 28 00:00:00 EST 2016
Premium,Cooper Convertible,MINI,Tue Feb 02 00:00:00 EST 2016
Premium,Cooper S Convertible,MINI,Tue Feb 02 00:00:00 EST 2016
Premium,Camaro,Chevrolet,Tue Feb 02 00:00:00 EST 2016
Premium,Q50 Hybrid,Infiniti,Tue Feb 02 00:00:00 EST 2016
Premium,Q50 Hybrid AWD,Infiniti,Tue Feb 02 00:00:00 EST 2016
Regular,CT6,Cadillac,Tue Feb 02 00:00:00 EST 2016
Premium,CT6 AWD,Cadillac,Tue Feb 02 00:00:00 EST 2016
Regular,City Express Cargo Van,Chevrolet,Tue Feb 02 00:00:00 EST 2016
Regular,NV200 Cargo Van,Nissan,Tue Feb 02 00:00:00 EST 2016
Regular,Outlander Sport 2WD,Mitsubishi,Tue Feb 02 00:00:00 EST 2016
Regular,Outlander Sport 4WD,Mitsubishi,Tue Feb 02 00:00:00 EST 2016
Diesel,X5 xDrive35d,BMW,Tue Feb 02 00:00:00 EST 2016
Regular,Sportage FWD,Kia,Tue Feb 02 00:00:00 EST 2016
Regular,Sportage FE FWD,Kia,Tue Feb 02 00:00:00 EST 2016
Regular,Sportage AWD,Kia,Tue Feb 02 00:00:00 EST 2016
Regular,Sportage FE AWD,Kia,Tue Feb 02 00:00:00 EST 2016
Regular,Murano Hybrid FWD,Nissan,Wed Feb 10 00:00:00 EST 2016
Regular,Murano Hybrid AWD,Nissan,Wed Feb 10 00:00:00 EST 2016
Regular,XT5,Cadillac,Wed Feb 10 00:00:00 EST 2016
Regular,XT5 AWD,Cadillac,Wed Feb 10 00:00:00 EST 2016
Premium,F12 tdf,Ferrari,Wed Feb 17 00:00:00 EST 2016
Premium,Cooper S Convertible,MINI,Wed Feb 17 00:00:00 EST 2016
Premium,M2,BMW,Wed Feb 17 00:00:00 EST 2016
Regular,Cruze,Chevrolet,Wed Feb 17 00:00:00 EST 2016
Regular,Cruze Premier,Chevrolet,Wed Feb 17 00:00:00 EST 2016
Premium,X4 M40i,BMW,Wed Feb 17 00:00:00 EST 2016
Premium,QX60 FWD,Infiniti,Wed Feb 24 00:00:00 EST 2016
Premium,QX60 AWD,Infiniti,Wed Feb 24 00:00:00 EST 2016
Regular,QX60 Hybrid FWD,Infiniti,Wed Feb 24 00:00:00 EST 2016
Regular,QX60 Hybrid AWD,Infiniti,Wed Feb 24 00:00:00 EST 2016
Regular,Civic 2Dr,Honda,Wed Mar 02 00:00:00 EST 2016
Premium,Dawn,Rolls-Royce,Wed Mar 02 00:00:00 EST 2016
Regular,CT6 AWD,Cadillac,Wed Mar 02 00:00:00 EST 2016
Premium and Electricity,330e,BMW,Wed Mar 02 00:00:00 EST 2016
Regular,R15 Pickup 2WD,GMC,Tue Jan 01 00:00:00 EST 2013
Regular,Mirage,Mitsubishi,Wed Mar 02 00:00:00 EST 2016
Regular,Pacifica,Chrysler,Wed Mar 02 00:00:00 EST 2016
Electricity,i-MiEV,Mitsubishi,Wed Mar 02 00:00:00 EST 2016
Premium,F60 America,Ferrari,Thu Mar 10 00:00:00 EST 2016
Premium,S8,Audi,Thu Mar 10 00:00:00 EST 2016
Regular,Malibu Hybrid,Chevrolet,Thu Mar 10 00:00:00 EST 2016
Premium,Focus RS AWD,Ford,Thu Mar 10 00:00:00 EST 2016
Premium,R8,Audi,Thu Mar 17 00:00:00 EDT 2016
Premium,R8 Spyder,Audi,Thu Mar 17 00:00:00 EDT 2016
Premium,A4 quattro,Audi,Thu Mar 17 00:00:00 EDT 2016
Premium,A4,Audi,Thu Mar 17 00:00:00 EDT 2016
Premium,WRX,Subaru,Thu Mar 17 00:00:00 EDT 2016
Premium,740i xDrive,BMW,Thu Mar 17 00:00:00 EDT 2016
Premium,RDX FWD,Acura,Thu Mar 17 00:00:00 EDT 2016
