make,model,year,trany,VClass,barrels08
Suzuki,Esteem Wagon,1998-01-01,automatic,Small Station Wagons,12.677308
Hyundai,Accent/Brio,2004-01-01,automatic,Compact Cars,12.677308
Ford,EXP,1986-01-01,manual,Two Seaters,12.677308
Daewoo,Kalos,2004-01-01,automatic,Compact Cars,12.677308
Chevrolet,Aveo,2004-01-01,automatic,Compact Cars,12.677308
Suzuki,Esteem Wagon,1999-01-01,manual,Small Station Wagons,12.677308
Suzuki,Esteem Wagon,1999-01-01,automatic,Small Station Wagons,12.677308
Suzuki,Swift x,2010-01-01,automatic,Subcompact Cars,12.677308
Suzuki,Esteem,2000-01-01,automatic,Subcompact Cars,12.677308
Suzuki,Esteem,2000-01-01,automatic,Subcompact Cars,12.677308
Chevrolet,Aveo,2007-01-01,automatic,Compact Cars,12.677308
Ford,Escort,2000-01-01,automatic,Compact Cars,12.677308
Chevrolet,Prizm,2000-01-01,automatic,Compact Cars,12.677308
Saturn,Vue Hybrid,2007-01-01,automatic,Sport Utility Vehicle - 2WD,12.677308
Saturn,SL,1999-01-01,automatic,Compact Cars,12.677308
Saturn,SL,1993-01-01,automatic,Compact Cars,12.677308
Ford,Escort,1997-01-01,automatic,Compact Cars,12.677308
Suzuki,SX4 Sport,2010-01-01,manual,Compact Cars,12.677308
Saturn,SL,2000-01-01,automatic,Compact Cars,12.677308
Suzuki,Kizashi S,2010-01-01,automatic,Compact Cars,12.677308
Chevrolet,Malibu,2010-01-01,automatic,Midsize Cars,12.677308
Chevrolet,Malibu FFV,2010-01-01,automatic,Midsize Cars,12.677308
Hyundai,Elantra Touring,2011-01-01,manual,Small Station Wagons,12.677308
Hyundai,Elantra Touring,2011-01-01,automatic,Small Station Wagons,12.677308
Hyundai,Sonata,2011-01-01,automatic,Large Cars,12.677308
Suzuki,Esteem,2001-01-01,automatic,Subcompact Cars,12.677308
Saturn,Aura FFV,2010-01-01,automatic,Midsize Cars,12.677308
Toyota,Camry,2011-01-01,automatic,Midsize Cars,12.677308
Toyota,Camry,2011-01-01,manual,Midsize Cars,12.677308
Saturn,Aura,2010-01-01,automatic,Midsize Cars,12.677308
Saturn,SW,1995-01-01,manual,Small Station Wagons,12.677308
Subaru,Legacy AWD,2011-01-01,automatic,Midsize Cars,12.677308
Mitsubishi,Lancer,2007-01-01,manual,Compact Cars,12.677308
Suzuki,Esteem,2001-01-01,automatic,Subcompact Cars,12.677308
Mercury,Tracer Wagon,1995-01-01,automatic,Small Station Wagons,12.677308
Ford,Escort Wagon,1995-01-01,automatic,Small Station Wagons,12.677308
Subaru,Legacy AWD,2010-01-01,automatic,Midsize Cars,12.677308
Hyundai,Elantra Touring,2010-01-01,manual,Small Station Wagons,12.677308
Hyundai,Elantra Touring,2010-01-01,automatic,Small Station Wagons,12.677308
Suzuki,SX4,2010-01-01,automatic,Small Station Wagons,12.677308
Chevrolet,HHR FWD FFV,2010-01-01,manual,Sport Utility Vehicle - 2WD,12.677308
Chevrolet,HHR Panel FWD FFV,2010-01-01,manual,Sport Utility Vehicle - 2WD,12.677308
Hyundai,Tucson 2WD,2010-01-01,automatic,Sport Utility Vehicle - 2WD,12.677308
Dodge,Caliber,2007-01-01,manual,Small Station Wagons,12.677308
Nissan,Altima,2008-01-01,manual,Midsize Cars,12.677308
Toyota,Corolla,2000-01-01,automatic,Compact Cars,12.677308
Nissan,Altima,2008-01-01,automatic,Midsize Cars,12.677308
Suzuki,Swift,2004-01-01,automatic,Compact Cars,12.677308
Suzuki,Kizashi,2010-01-01,automatic,Compact Cars,12.677308
Saturn,SL,1995-01-01,manual,Compact Cars,12.677308
Saturn,SW,2001-01-01,automatic,Small Station Wagons,12.677308
Suzuki,Esteem Wagon,2001-01-01,manual,Small Station Wagons,12.677308
Nissan,Sentra,2002-01-01,automatic,Compact Cars,12.677308
Saturn,Aura,2009-01-01,automatic,Midsize Cars,12.677308
Mazda,626,1999-01-01,manual,Midsize Cars,12.677308
Mazda,Protege,1999-01-01,automatic,Compact Cars,12.677308
Suzuki,SX4,2011-01-01,automatic,Small Station Wagons,12.677308
Suzuki,Esteem Wagon,2002-01-01,automatic,Small Station Wagons,12.677308
Toyota,Corolla,1999-01-01,automatic,Compact Cars,12.677308
Suzuki,Esteem Wagon,2000-01-01,automatic,Small Station Wagons,12.677308
Suzuki,Esteem Wagon,2000-01-01,manual,Small Station Wagons,12.677308
Nissan,Sentra,2007-01-01,automatic,Midsize Cars,12.677308
Saturn,SL,2001-01-01,automatic,Compact Cars,12.677308
Nissan,Sentra,2009-01-01,automatic,Midsize Cars,12.677308
Mitsubishi,Outlander Sport 4WD,2011-01-01,automatic,Sport Utility Vehicle - 4WD,12.677308
MINI,Cooper S,2009-01-01,automatic,Minicompact Cars,12.677308
Pontiac,Wave 5,2006-01-01,manual,Subcompact Cars,12.677308
Toyota,Highlander Hybrid 4WD,2009-01-01,automatic,Sport Utility Vehicle - 4WD,12.677308
Nissan,Sentra,2001-01-01,manual,Compact Cars,12.677308
Saturn,SW,1999-01-01,automatic,Small Station Wagons,12.677308
Saturn,SL,1996-01-01,manual,Compact Cars,12.677308
Lexus,RX 400h 4WD,2007-01-01,automatic,Sport Utility Vehicle - 4WD,12.677308
Nissan,Sentra,2001-01-01,automatic,Compact Cars,12.677308
Saturn,SW,2000-01-01,automatic,Small Station Wagons,12.677308
Suzuki,Swift x,2006-01-01,manual,Subcompact Cars,12.677308
Hyundai,Elantra Touring,2009-01-01,automatic,Small Station Wagons,12.677308
Plymouth,Breeze,1996-01-01,manual,Midsize Cars,12.677308
Hyundai,Elantra Touring,2009-01-01,manual,Small Station Wagons,12.677308
Suzuki,Esteem Wagon,1999-01-01,automatic,Small Station Wagons,12.677308
Saturn,SW,1999-01-01,automatic,Small Station Wagons,12.677308
Toyota,Highlander Hybrid 4WD,2007-01-01,automatic,Sport Utility Vehicle - 4WD,12.677308
Chevrolet,HHR FWD,2009-01-01,manual,Sport Utility Vehicle - 2WD,12.677308
Ford,Escort,2002-01-01,automatic,Compact Cars,12.677308
Dodge,Stratus,1996-01-01,manual,Midsize Cars,12.677308
Suzuki,Esteem Wagon,2000-01-01,automatic,Small Station Wagons,12.677308
Chevrolet,HHR Panel FWD,2009-01-01,manual,Sport Utility Vehicle - 2WD,12.677308
Suzuki,Esteem Wagon,2002-01-01,manual,Small Station Wagons,12.677308
Saturn,SL,2002-01-01,automatic,Compact Cars,12.677308
Mercury,Lynx Wagon,1985-01-01,manual,Small Station Wagons,12.677308
Toyota,Corolla,1998-01-01,automatic,Compact Cars,12.677308
Nissan,Sentra,2010-01-01,automatic,Midsize Cars,12.677308
Mazda,Protege/Protege MPS,2001-01-01,automatic,Compact Cars,12.677308
Suzuki,Swift,2005-01-01,automatic,Compact Cars,12.677308
Nissan,Sentra,2011-01-01,automatic,Midsize Cars,12.677308
Mercury,Lynx Wagon,1986-01-01,manual,Small Station Wagons,12.677308
MINI,Clubman S,2009-01-01,automatic,Subcompact Cars,12.677308
Ford,EXP,1988-01-01,manual,Two Seaters,12.677308
Ford,Escort Wagon,1985-01-01,manual,Small Station Wagons,12.677308
Chevrolet,Prizm,1998-01-01,automatic,Compact Cars,12.677308
Saturn,SW,1996-01-01,manual,Small Station Wagons,12.677308
Mercury,Tracer,1997-01-01,automatic,Compact Cars,12.677308
Lexus,RX 400h 4WD,2006-01-01,automatic,Sport Utility Vehicle - 4WD,12.677308
Nissan,Altima,2009-01-01,manual,Midsize Cars,12.677308
Acura,TSX,2011-01-01,automatic,Compact Cars,12.677308
Suzuki,SX4 Sedan,2009-01-01,automatic,Compact Cars,12.677308
Kia,Rio,2001-01-01,manual,Compact Cars,12.677308
Chevrolet,Aveo,2008-01-01,automatic,Compact Cars,12.677308
Ford,EXP,1985-01-01,manual,Two Seaters,12.677308
Toyota,Highlander Hybrid 4WD,2008-01-01,automatic,Sport Utility Vehicle - 4WD,12.677308
Mercury,Tracer,1994-01-01,automatic,Compact Cars,12.677308
Chevrolet,Malibu,2009-01-01,automatic,Midsize Cars,12.677308
Hyundai,Sonata,2011-01-01,automatic,Large Cars,12.677308
Toyota,Highlander Hybrid 4WD,2006-01-01,automatic,Sport Utility Vehicle - 4WD,12.677308
Suzuki,Esteem Wagon,2001-01-01,automatic,Small Station Wagons,12.677308
Suzuki,Swift x,2005-01-01,automatic,Compact Cars,12.677308
Kia,Optima,2011-01-01,automatic,Midsize Cars,12.677308
Hyundai,Accent,1998-01-01,automatic,Compact Cars,12.677308
Plymouth,Neon,2001-01-01,manual,Compact Cars,12.677308
Nissan,Altima,2009-01-01,automatic,Midsize Cars,12.677308
Saturn,SL,1991-01-01,automatic,Compact Cars,12.677308
Saturn,SL,1994-01-01,automatic,Compact Cars,12.677308
Ford,Escort Wagon,1986-01-01,manual,Small Station Wagons,12.677308
Saturn,SL,1998-01-01,manual,Compact Cars,12.677308
Chevrolet,Aveo 5,2008-01-01,automatic,Subcompact Cars,12.677308
Mitsubishi,Lancer,2002-01-01,manual,Compact Cars,12.677308
Saturn,SW,2001-01-01,automatic,Small Station Wagons,12.677308
Mitsubishi,Outlander Sport 2WD,2011-01-01,manual,Sport Utility Vehicle - 2WD,12.677308
GMC,S15 Pickup 2WD,1984-01-01,manual,Small Pickup Trucks 2WD,13.178793
Chevrolet,S10 Pickup 2WD,1984-01-01,manual,Small Pickup Trucks 2WD,13.178793
Chevrolet,HHR Panel FWD,2009-01-01,automatic,Sport Utility Vehicle - 2WD,13.1844
Volkswagen,Jetta,2006-01-01,automatic,Compact Cars,13.1844
Toyota,Corolla,2006-01-01,manual,Compact Cars,13.1844
Pontiac,G5/Pursuit,2007-01-01,manual,Subcompact Cars,13.1844
Jeep,Compass 2WD,2009-01-01,manual,Sport Utility Vehicle - 2WD,13.1844
Toyota,Matrix AWD,2005-01-01,automatic,Small Station Wagons,13.1844
Ford,Escort ZX2,2000-01-01,manual,Subcompact Cars,13.1844
Chevrolet,HHR Panel FWD FFV,2010-01-01,automatic,Sport Utility Vehicle - 2WD,13.1844
Ford,Escort ZX2,2000-01-01,automatic,Subcompact Cars,13.1844
Chevrolet,HHR Panel FWD FFV,2010-01-01,manual,Sport Utility Vehicle - 2WD,13.1844
Dodge,Caliber,2007-01-01,manual,Small Station Wagons,13.1844
Toyota,Matrix,2005-01-01,manual,Small Station Wagons,13.1844
Mazda,Protege,1998-01-01,manual,Compact Cars,13.1844
Chevrolet,HHR FWD,2008-01-01,automatic,Sport Utility Vehicle - 2WD,13.1844
Daewoo,Nubira Wagon,1998-01-01,automatic,Small Station Wagons,13.1844
Chevrolet,HHR Panel FWD FFV,2010-01-01,automatic,Sport Utility Vehicle - 2WD,13.1844
Chevrolet,HHR FWD FFV,2010-01-01,manual,Sport Utility Vehicle - 2WD,13.1844
Chevrolet,HHR FWD FFV,2010-01-01,automatic,Sport Utility Vehicle - 2WD,13.1844
Chevrolet,HHR FWD FFV,2010-01-01,automatic,Sport Utility Vehicle - 2WD,13.1844
Suzuki,SX4,2007-01-01,automatic,Small Station Wagons,13.1844
Chevrolet,Malibu,2004-01-01,automatic,Midsize Cars,13.1844
Chevrolet,Classic,2004-01-01,automatic,Midsize Cars,13.1844
Audi,A4,2009-01-01,automatic,Compact Cars,13.1844
Chevrolet,Aveo 5,2006-01-01,automatic,Subcompact Cars,13.1844
Audi,TT Roadster,2009-01-01,automatic,Two Seaters,13.1844
Chevrolet,Malibu,2007-01-01,automatic,Midsize Cars,13.1844
Pontiac,Vibe AWD,2006-01-01,automatic,Small Station Wagons,13.1844
Suzuki,Aerio SX,2003-01-01,automatic,Small Station Wagons,13.1844
Suzuki,Aerio SX,2003-01-01,manual,Small Station Wagons,13.1844
Suzuki,SX4,2010-01-01,manual,Small Station Wagons,13.1844
Ford,Escort,1998-01-01,automatic,Compact Cars,13.1844
Suzuki,SX4 AWD,2010-01-01,manual,Small Station Wagons,13.1844
Suzuki,SX4 AWD,2010-01-01,automatic,Small Station Wagons,13.1844
Pontiac,Vibe,2006-01-01,manual,Small Station Wagons,13.1844
Mercury,Mystique,1998-01-01,manual,Compact Cars,13.1844
Chevrolet,HHR FWD,2009-01-01,automatic,Sport Utility Vehicle - 2WD,13.1844
Jeep,Compass 2WD,2010-01-01,manual,Sport Utility Vehicle - 2WD,13.1844
Ford,Escort Wagon,1998-01-01,automatic,Small Station Wagons,13.1844
Suzuki,SX4 Sedan,2008-01-01,manual,Compact Cars,13.1844
Buick,Skylark,1985-01-01,manual,Compact Cars,13.1844
Saturn,SL,1995-01-01,automatic,Compact Cars,13.1844
Suzuki,SX4,2008-01-01,automatic,Small Station Wagons,13.1844
Saturn,SW,1998-01-01,automatic,Small Station Wagons,13.1844
Mazda,Protege,1998-01-01,automatic,Compact Cars,13.1844
Ford,EXP,1987-01-01,automatic,Two Seaters,13.1844
Suzuki,SX4,2008-01-01,manual,Small Station Wagons,13.1844
Saturn,SL,1997-01-01,automatic,Compact Cars,13.1844
Pontiac,Grand Am,2004-01-01,automatic,Compact Cars,13.1844
Dodge,Caliber,2008-01-01,manual,Small Station Wagons,13.1844
Jeep,Patriot 2WD,2009-01-01,manual,Sport Utility Vehicle - 2WD,13.1844
Audi,A4 quattro,2009-01-01,manual,Compact Cars,13.1844
Audi,A3,2006-01-01,automatic,Small Station Wagons,13.1844
MINI,Cooper Convertible,2008-01-01,automatic,Minicompact Cars,13.1844
Ford,EXP,1987-01-01,manual,Two Seaters,13.1844
Ford,Contour,1995-01-01,manual,Compact Cars,13.1844
Toyota,Matrix AWD,2006-01-01,automatic,Small Station Wagons,13.1844
Pontiac,Fiero,1987-01-01,manual,Two Seaters,13.1844
Kia,Optima,2008-01-01,manual,Midsize Cars,13.1844
Hyundai,Elantra,2003-01-01,automatic,Compact Cars,13.1844
Chevrolet,Malibu,2009-01-01,automatic,Midsize Cars,13.1844
Suzuki,Esteem,1999-01-01,automatic,Subcompact Cars,13.1844
Ford,Contour,1998-01-01,manual,Compact Cars,13.1844
Kia,Optima,2008-01-01,automatic,Midsize Cars,13.1844
Mercury,Tracer,1998-01-01,automatic,Compact Cars,13.1844
Mercury,Tracer Wagon,1998-01-01,automatic,Small Station Wagons,13.1844
Chevrolet,HHR Panel FWD,2008-01-01,automatic,Sport Utility Vehicle - 2WD,13.1844
Suzuki,Swift x,2006-01-01,automatic,Subcompact Cars,13.1844
Dodge,Neon/SRT-4/SX 2.0,2004-01-01,automatic,Compact Cars,13.1844
Toyota,Camry,2008-01-01,manual,Midsize Cars,13.1844
Toyota,Camry,2008-01-01,automatic,Midsize Cars,13.1844
Mercury,Mystique,1995-01-01,manual,Compact Cars,13.1844
Jeep,Patriot 2WD,2010-01-01,manual,Sport Utility Vehicle - 2WD,13.1844
Ford,Fusion FWD,2010-01-01,automatic,Midsize Cars,13.1844
Hyundai,Sonata,2009-01-01,automatic,Large Cars,13.1844
Suzuki,SX4 Sedan,2009-01-01,manual,Compact Cars,13.1844
Toyota,Corolla,2005-01-01,manual,Compact Cars,13.1844
Chevrolet,Classic,2005-01-01,automatic,Midsize Cars,13.1844
Toyota,Matrix,2006-01-01,manual,Small Station Wagons,13.1844
Chevrolet,Malibu,2005-01-01,automatic,Midsize Cars,13.1844
Dodge,Neon/SRT-4/SX 2.0,2005-01-01,automatic,Compact Cars,13.1844
Saturn,SW,1997-01-01,automatic,Small Station Wagons,13.1844
Toyota,Camry,2007-01-01,manual,Midsize Cars,13.1844
Toyota,Camry,2005-01-01,automatic,Midsize Cars,13.1844
Jeep,Patriot 4WD,2009-01-01,manual,Sport Utility Vehicle - 4WD,13.1844
Ford,Contour,1996-01-01,manual,Compact Cars,13.1844
Jeep,Compass 4WD,2009-01-01,manual,Sport Utility Vehicle - 4WD,13.1844
Mercury,Mystique,1996-01-01,manual,Compact Cars,13.1844
Pontiac,Fiero,1984-01-01,manual,Two Seaters,13.1844
Saturn,SL,1996-01-01,automatic,Compact Cars,13.1844
Toyota,Camry,2009-01-01,automatic,Midsize Cars,13.1844
Cadillac,Cimarron,1984-01-01,manual,Compact Cars,13.1844
Pontiac,Wave 5,2006-01-01,automatic,Subcompact Cars,13.1844
Jeep,Patriot 2WD,2009-01-01,manual,Sport Utility Vehicle - 2WD,13.1844
Jeep,Compass 2WD,2009-01-01,manual,Sport Utility Vehicle - 2WD,13.1844
Pontiac,Vibe AWD,2005-01-01,automatic,Small Station Wagons,13.1844
Chevrolet,Malibu,2008-01-01,automatic,Midsize Cars,13.1844
Volkswagen,Jetta,2009-01-01,manual,Compact Cars,13.1844
Mercury,Mystique,1999-01-01,manual,Compact Cars,13.1844
Kia,Optima,2009-01-01,manual,Midsize Cars,13.1844
Chevrolet,Classic,2008-01-01,automatic,Midsize Cars,13.1844
Toyota,Camry,2006-01-01,automatic,Midsize Cars,13.1844
Lexus,RX 400h 4WD,2008-01-01,automatic,Sport Utility Vehicle - 4WD,13.1844
Ford,Fusion S FWD,2010-01-01,manual,Midsize Cars,13.1844
Toyota,Corolla,2010-01-01,automatic,Compact Cars,13.1844
Mercury,Milan,2010-01-01,automatic,Midsize Cars,13.1844
Kia,Optima,2009-01-01,automatic,Midsize Cars,13.1844
Lexus,RX 400h 2WD,2008-01-01,automatic,Sport Utility Vehicle - 2WD,13.1844
Mercury,Milan S,2010-01-01,manual,Midsize Cars,13.1844
Toyota,Corolla,2010-01-01,manual,Compact Cars,13.1844
Pontiac,Grand Am,2005-01-01,automatic,Compact Cars,13.1844
Ford,Contour,1999-01-01,manual,Compact Cars,13.1844
Kia,Optima (2006 New Model),2006-01-01,automatic,Midsize Cars,13.1844
Volkswagen,Jetta,2009-01-01,automatic,Compact Cars,13.1844
Ford,Escort,1999-01-01,automatic,Compact Cars,13.1844
Honda,Accord Hybrid,2006-01-01,automatic,Midsize Cars,13.1844
Hyundai,Sonata,2010-01-01,automatic,Large Cars,13.1844
Pontiac,G5/Pursuit,2007-01-01,manual,Subcompact Cars,13.1844
Hyundai,Sonata,2010-01-01,manual,Large Cars,13.1844
Volkswagen,Jetta,2007-01-01,automatic,Compact Cars,13.1844
Jeep,Patriot 2WD,2008-01-01,manual,Sport Utility Vehicle - 2WD,13.1844
Jeep,Compass 2WD,2008-01-01,manual,Sport Utility Vehicle - 2WD,13.1844
Hyundai,Sonata,2006-01-01,manual,Large Cars,13.1844
Kia,Optima (2006 New Model),2006-01-01,manual,Midsize Cars,13.1844
Mitsubishi,Lancer,2007-01-01,automatic,Compact Cars,13.1844
Ford,Escort Wagon,1984-01-01,manual,Small Station Wagons,13.1844
Hyundai,Sonata,2007-01-01,manual,Large Cars,13.1844
Mazda,Protege,1999-01-01,manual,Compact Cars,13.1844
Ford,Escort Wagon,1999-01-01,automatic,Small Station Wagons,13.1844
Pontiac,Vibe,2005-01-01,manual,Small Station Wagons,13.1844
Mitsubishi,Lancer,2009-01-01,manual,Compact Cars,13.1844
Mitsubishi,Lancer,2010-01-01,manual,Compact Cars,13.1844
Mitsubishi,Lancer,2010-01-01,automatic,Compact Cars,13.1844
Ford,Escort Wagon,1996-01-01,automatic,Small Station Wagons,13.1844
Audi,A3,2008-01-01,automatic,Small Station Wagons,13.1844
Chevrolet,Malibu,2010-01-01,automatic,Midsize Cars,13.1844
Chevrolet,Malibu FFV,2010-01-01,automatic,Midsize Cars,13.1844
Saturn,SW,1996-01-01,automatic,Small Station Wagons,13.1844
Hyundai,Sonata,2009-01-01,manual,Large Cars,13.1844
Acura,TSX,2009-01-01,automatic,Compact Cars,13.1844
Saturn,SL,1998-01-01,automatic,Compact Cars,13.1844
Audi,TT Roadster,2008-01-01,automatic,Two Seaters,13.1844
Kia,Optima,2010-01-01,manual,Midsize Cars,13.1844
Kia,Optima,2010-01-01,automatic,Midsize Cars,13.1844
Volkswagen,CC,2009-01-01,manual,Compact Cars,13.1844
Suzuki,SX4 Sport,2009-01-01,automatic,Compact Cars,13.1844
Saturn,SW,1995-01-01,automatic,Small Station Wagons,13.1844
Chevrolet,Malibu,2008-01-01,automatic,Midsize Cars,13.1844
Honda,Accord,2008-01-01,manual,Large Cars,13.1844
Audi,A4 quattro,2010-01-01,manual,Compact Cars,13.1844
Honda,Accord,2009-01-01,manual,Large Cars,13.1844
Saturn,L300,2004-01-01,automatic,Midsize Cars,13.1844
Volkswagen,Jetta,2008-01-01,automatic,Compact Cars,13.1844
Mercury,Tracer,1999-01-01,automatic,Compact Cars,13.1844
Saturn,Aura,2008-01-01,automatic,Midsize Cars,13.1844
Toyota,Camry,2009-01-01,manual,Midsize Cars,13.1844
Audi,A3,2007-01-01,automatic,Small Station Wagons,13.1844
Ford,EXP,1984-01-01,manual,Two Seaters,13.1844
Toyota,Matrix AWD,2004-01-01,automatic,Small Station Wagons,13.1844
Toyota,Corolla,2009-01-01,automatic,Compact Cars,13.1844
Cadillac,Cimarron,1984-01-01,manual,Compact Cars,13.1844
Pontiac,Fiero,1985-01-01,manual,Two Seaters,13.1844
Suzuki,SX4,2009-01-01,automatic,Small Station Wagons,13.1844
Kia,Optima,2007-01-01,manual,Midsize Cars,13.1844
Ford,Escort Wagon,1984-01-01,manual,Small Station Wagons,13.1844
Mercury,Lynx Wagon,1984-01-01,manual,Small Station Wagons,13.1844
Pontiac,Vibe,2004-01-01,manual,Small Station Wagons,13.1844
Pontiac,Vibe AWD,2004-01-01,automatic,Small Station Wagons,13.1844
Toyota,Corolla,2009-01-01,manual,Compact Cars,13.1844
Mercury,Tracer Wagon,1999-01-01,automatic,Small Station Wagons,13.1844
Hyundai,Sonata,2008-01-01,manual,Large Cars,13.1844
Kia,Optima,2007-01-01,automatic,Midsize Cars,13.1844
Mitsubishi,Lancer,2006-01-01,automatic,Compact Cars,13.1844
Acura,TSX,2010-01-01,automatic,Compact Cars,13.1844
Ford,Escort Wagon,1984-01-01,manual,Small Station Wagons,13.1844
Pontiac,Fiero,1985-01-01,automatic,Two Seaters,13.1844
Saturn,SL,1993-01-01,manual,Compact Cars,13.1844
Dodge,Spirit,1993-01-01,manual,Midsize Cars,13.1844
Plymouth,Acclaim,1993-01-01,manual,Midsize Cars,13.1844
Ford,Escort Wagon,1987-01-01,automatic,Small Station Wagons,13.1844
Saturn,SW,1994-01-01,manual,Small Station Wagons,13.1844
Mitsubishi,Outlander 2WD,2011-01-01,automatic,Sport Utility Vehicle - 2WD,13.1844
Mazda,626,2002-01-01,manual,Midsize Cars,13.1844
Mazda,MX-5,2011-01-01,manual,Two Seaters,13.1844
Nissan,Rogue FWD,2011-01-01,automatic,Sport Utility Vehicle - 2WD,13.1844
Jeep,Patriot 2WD,2010-01-01,manual,Sport Utility Vehicle - 2WD,13.1844
Hyundai,Elantra,2001-01-01,manual,Compact Cars,13.1844
Mercury,Lynx Wagon,1987-01-01,automatic,Small Station Wagons,13.1844
Ford,Ranger Pickup 2WD,1985-01-01,manual,Small Pickup Trucks,13.1844
Jeep,Patriot 4WD,2010-01-01,manual,Sport Utility Vehicle - 4WD,13.1844
Ford,Escort Wagon,1985-01-01,manual,Small Station Wagons,13.1844
Pontiac,Grand Am,2003-01-01,manual,Compact Cars,13.1844
Toyota,Corolla,2011-01-01,manual,Compact Cars,13.1844
Ford,Escort Wagon,1985-01-01,automatic,Small Station Wagons,13.1844
Mercury,Tracer,1993-01-01,manual,Compact Cars,13.1844
Mercury,Tracer,1994-01-01,manual,Compact Cars,13.1844
Pontiac,Grand Am,2003-01-01,automatic,Compact Cars,13.1844
Jeep,Compass 4WD,2010-01-01,manual,Sport Utility Vehicle - 4WD,13.1844
Suzuki,Aerio SX,2002-01-01,manual,Small Station Wagons,13.1844
Hyundai,Elantra,2003-01-01,automatic,Compact Cars,13.1844
Hyundai,Elantra,2003-01-01,automatic,Compact Cars,13.1844
Hyundai,Elantra,2001-01-01,automatic,Compact Cars,13.1844
Mitsubishi,Lancer,2002-01-01,manual,Compact Cars,13.1844
Chevrolet,Corsica,1992-01-01,manual,Compact Cars,13.1844
Suzuki,Aerio SX,2002-01-01,automatic,Small Station Wagons,13.1844
Saturn,SW,1993-01-01,manual,Small Station Wagons,13.1844
Saturn,L100/200,2002-01-01,manual,Midsize Cars,13.1844
Mercury,Mystique,2000-01-01,manual,Compact Cars,13.1844
Pontiac,Fiero,1986-01-01,automatic,Two Seaters,13.1844
Pontiac,Fiero,1986-01-01,manual,Two Seaters,13.1844
Kia,Rio,2001-01-01,automatic,Compact Cars,13.1844
Mercury,Tracer Wagon,1993-01-01,automatic,Small Station Wagons,13.1844
